_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,data_year,data_quarter,property_age,price_per_sqm,transaction_date,storey_start,storey_end,storey_mid,block_numeric
101276,2021-07,ANG MO KIO,2 ROOM,510,ANG MO KIO AVE 8,07 TO 09,44.0,Improved,1980,58 years,225000.0,2021,3,45,5113.636363636364,2021-07-01,7,9,8.0,510
101277,2021-07,ANG MO KIO,2 ROOM,174,ANG MO KIO AVE 4,04 TO 06,45.0,Improved,1986,63 years 06 months,235000.0,2021,3,39,5222.222222222223,2021-07-01,4,6,5.0,174
101278,2021-07,ANG MO KIO,3 ROOM,407,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,57 years 08 months,270000.0,2021,3,45,3970.5882352941176,2021-07-01,1,3,2.0,407
101279,2021-07,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1984,61 years 08 months,281000.0,2021,3,41,4194.0298507462685,2021-07-01,1,3,2.0,474
101280,2021-07,ANG MO KIO,3 ROOM,586,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,57 years,285000.0,2021,3,46,4253.731343283582,2021-07-01,1,3,2.0,586
101281,2021-07,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,57 years 09 months,288000.0,2021,3,45,4235.294117647059,2021-07-01,4,6,5.0,462
101282,2021-07,BEDOK,3 ROOM,426,BEDOK NTH RD,01 TO 03,67.0,New Generation,1979,56 years 06 months,320000.0,2021,3,46,4776.119402985075,2021-07-01,1,3,2.0,426
101283,2021-07,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1980,58 years 02 months,290000.0,2021,3,45,4264.705882352941,2021-07-01,1,3,2.0,523
101284,2021-07,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,58 years,295000.0,2021,3,45,4402.985074626866,2021-07-01,1,3,2.0,601
101285,2021-07,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,58 years 06 months,302000.0,2021,3,44,4441.176470588235,2021-07-01,1,3,2.0,550
101286,2021-07,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,56 years 10 months,302000.0,2021,3,46,4507.462686567164,2021-07-01,1,3,2.0,571
101287,2021-07,ANG MO KIO,3 ROOM,202,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,54 years 10 months,304000.0,2021,3,48,4537.313432835821,2021-07-01,4,6,5.0,202
101288,2021-07,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,58 years 11 months,305000.0,2021,3,44,4485.294117647059,2021-07-01,4,6,5.0,152
101289,2021-07,ANG MO KIO,3 ROOM,150,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,58 years 07 months,307000.0,2021,3,44,4514.705882352941,2021-07-01,10,12,11.0,150
101290,2021-07,ANG MO KIO,3 ROOM,502,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,58 years 06 months,308000.0,2021,3,44,4529.411764705882,2021-07-01,4,6,5.0,502
101291,2021-07,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,57 years 07 months,310888.0,2021,3,45,4571.882352941177,2021-07-01,4,6,5.0,465
101292,2021-07,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1979,56 years 07 months,312000.0,2021,3,46,4273.972602739726,2021-07-01,10,12,11.0,130
101293,2021-07,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,57 years 01 month,315000.0,2021,3,46,4701.492537313433,2021-07-01,4,6,5.0,471
101294,2021-07,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,57 years 07 months,315000.0,2021,3,45,4632.35294117647,2021-07-01,1,3,2.0,534
101295,2021-07,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,04 TO 06,67.0,New Generation,1980,58 years,315000.0,2021,3,45,4701.492537313433,2021-07-01,4,6,5.0,611
101296,2021-07,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,57 years 07 months,320000.0,2021,3,45,4776.119402985075,2021-07-01,7,9,8.0,575
101297,2021-07,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,58 years 02 months,320000.0,2021,3,45,4705.882352941177,2021-07-01,7,9,8.0,504
