_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,data_year,data_quarter,property_age,price_per_sqm,transaction_date,storey_start,storey_end,storey_mid,block_numeric
117186,2022-07,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1978,54 years 07 months,243000.0,2022,3,47,5522.727272727273,2022-07-01,7,9,8.0,314
117187,2022-07,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1977,54 years 01 month,310000.0,2022,3,48,4626.865671641791,2022-07-01,4,6,5.0,220
117188,2022-07,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,01 TO 03,67.0,New Generation,1978,54 years 07 months,310000.0,2022,3,47,4626.865671641791,2022-07-01,1,3,2.0,225
117189,2022-07,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1980,56 years 08 months,316800.0,2022,3,45,4728.358208955224,2022-07-01,1,3,2.0,558
117190,2022-07,ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,56 years 08 months,317000.0,2022,3,45,4731.3432835820895,2022-07-01,1,3,2.0,535
117191,2022-07,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,57 years 05 months,325000.0,2022,3,45,4779.411764705882,2022-07-01,4,6,5.0,610
117192,2022-07,ANG MO KIO,3 ROOM,452,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1979,56 years 01 month,328000.0,2022,3,46,4823.529411764706,2022-07-01,1,3,2.0,452
117193,2022-07,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1980,56 years 08 months,333000.0,2022,3,45,4970.149253731343,2022-07-01,4,6,5.0,558
117194,2022-07,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,54 years 07 months,335000.0,2022,3,47,5000.0,2022-07-01,4,6,5.0,230
117195,2022-07,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,54 years 03 months,338000.0,2022,3,48,5044.776119402985,2022-07-01,4,6,5.0,235
117196,2022-07,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1981,57 years 07 months,340000.0,2022,3,44,5000.0,2022-07-01,7,9,8.0,549
117197,2022-07,ANG MO KIO,3 ROOM,201,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,53 years 09 months,340000.0,2022,3,48,5074.626865671642,2022-07-01,4,6,5.0,201
117198,2022-07,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,57 years 11 months,340000.0,2022,3,44,5000.0,2022-07-01,4,6,5.0,152
117199,2022-07,ANG MO KIO,3 ROOM,605,ANG MO KIO AVE 5,04 TO 06,67.0,New Generation,1980,57 years,340000.0,2022,3,45,5074.626865671642,2022-07-01,4,6,5.0,605
117200,2022-07,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,57 years 07 months,346000.0,2022,3,44,5088.235294117647,2022-07-01,10,12,11.0,151
117201,2022-07,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,52 years 09 months,350000.0,2022,3,49,5223.880597014925,2022-07-01,1,3,2.0,213
117202,2022-07,ANG MO KIO,3 ROOM,727,ANG MO KIO AVE 6,01 TO 03,67.0,New Generation,1980,57 years 04 months,353000.0,2022,3,45,5268.6567164179105,2022-07-01,1,3,2.0,727
117203,2022-07,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,57 years 07 months,355000.0,2022,3,44,5220.588235294118,2022-07-01,4,6,5.0,333
117204,2022-07,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,56 years 01 month,355000.0,2022,3,46,5298.507462686567,2022-07-01,7,9,8.0,471
117205,2022-07,ANG MO KIO,3 ROOM,124,ANG MO KIO AVE 6,04 TO 06,67.0,New Generation,1979,55 years 07 months,355000.0,2022,3,46,5298.507462686567,2022-07-01,4,6,5.0,124
117206,2022-07,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,53 years 02 months,358000.0,2022,3,49,4904.109589041096,2022-07-01,4,6,5.0,208
117207,2022-07,ANG MO KIO,3 ROOM,540,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,57 years 07 months,358000.0,2022,3,44,5264.705882352941,2022-07-01,4,6,5.0,540
117208,2022-07,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,57 years 11 months,358000.0,2022,3,44,5264.705882352941,2022-07-01,7,9,8.0,152
117209,2022-07,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,04 TO 06,68.0,New Generation,1980,57 years 02 months,360000.0,2022,3,45,5294.117647058823,2022-07-01,4,6,5.0,506
117210,2022-07,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,57 years 07 months,365000.0,2022,3,44,5367.64705882353,2022-07-01,10,12,11.0,331
117211,2022-07,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,56 years 01 month,365000.0,2022,3,46,4932.4324324324325,2022-07-01,4,6,5.0,419
117212,2022-07,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,57 years 07 months,368000.0,2022,3,44,5411.764705882353,2022-07-01,10,12,11.0,331
117213,2022-07,ANG MO KIO,3 ROOM,512,ANG MO KIO AVE 8,04 TO 06,68.0,New Generation,1980,57 years 02 months,368000.0,2022,3,45,5411.764705882353,2022-07-01,4,6,5.0,512
117214,2022-07,ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,10 TO 12,67.0,New Generation,1978,55 years 01 month,368000.0,2022,3,47,5492.537313432836,2022-07-01,10,12,11.0,109
117215,2022-07,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,55 years 03 months,370000.0,2022,3,47,5522.388059701492,2022-07-01,4,6,5.0,128
117216,2022-07,ANG MO KIO,3 ROOM,346,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,54 years 10 months,375000.0,2022,3,47,5136.986301369863,2022-07-01,1,3,2.0,346
117217,2022-07,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,04 TO 06,82.0,New Generation,1980,56 years 08 months,375000.0,2022,3,45,4573.170731707317,2022-07-01,4,6,5.0,533
117218,2022-07,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,13 TO 15,68.0,New Generation,1981,57 years 10 months,380000.0,2022,3,44,5588.235294117647,2022-07-01,13,15,14.0,178
117219,2022-07,ANG MO KIO,3 ROOM,122,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1978,55 years 04 months,383888.0,2022,3,47,5729.671641791045,2022-07-01,10,12,11.0,122
