_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,data_year,data_quarter,property_age,price_per_sqm,transaction_date,storey_start,storey_end,storey_mid,block_numeric
169228,2024-10,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,50 years 08 months,428000.0,2024,4,49,6388.059701492537,2024-10-01,10,12,11.0,218
169229,2024-10,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,55 years 04 months,423888.0,2024,4,44,6233.64705882353,2024-10-01,4,6,5.0,332
169356,2024-10,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,53 years 11 months,412000.0,2024,4,46,5567.5675675675675,2024-10-01,4,6,5.0,418
169357,2024-10,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1980,54 years 05 months,390000.0,2024,4,45,5820.895522388059,2024-10-01,10,12,11.0,560
169358,2024-10,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1980,54 years 05 months,475000.0,2024,4,45,5792.682926829269,2024-10-01,10,12,11.0,465
169359,2024-10,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1981,55 years 04 months,408000.0,2024,4,44,6000.0,2024-10-01,10,12,11.0,550
169360,2024-10,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,54 years 05 months,410888.0,2024,4,45,6132.6567164179105,2024-10-01,7,9,8.0,558
169361,2024-10,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,53 years 11 months,420000.0,2024,4,46,6268.6567164179105,2024-10-01,10,12,11.0,442
169362,2024-10,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,54 years 05 months,382000.0,2024,4,45,5617.64705882353,2024-10-01,1,3,2.0,462
169363,2024-10,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,53 years 11 months,430000.0,2024,4,46,5810.810810810811,2024-10-01,7,9,8.0,421
169364,2024-10,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,54 years 05 months,385000.0,2024,4,45,5661.764705882353,2024-10-01,1,3,2.0,462
169365,2024-10,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,10 TO 12,74.0,New Generation,1979,53 years 11 months,438000.0,2024,4,46,5918.918918918919,2024-10-01,10,12,11.0,417
