_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,data_year,data_quarter,property_age,price_per_sqm,transaction_date,storey_start,storey_end,storey_mid,block_numeric
109190,2021-10,ANG MO KIO,2 ROOM,510,ANG MO KIO AVE 8,01 TO 03,44.0,Improved,1980,57 years 08 months,230000.0,2021,4,45,5227.272727272727,2021-10-01,1,3,2.0,510
109191,2021-10,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,04 TO 06,61.0,Improved,1986,63 years 04 months,280000.0,2021,4,39,4590.163934426229,2021-10-01,4,6,5.0,174
109192,2021-10,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,01 TO 03,67.0,New Generation,1977,54 years 10 months,288000.0,2021,4,48,4298.507462686567,2021-10-01,1,3,2.0,219
109193,2021-10,ANG MO KIO,3 ROOM,223,ANG MO KIO AVE 1,01 TO 03,67.0,New Generation,1978,55 years 05 months,288000.0,2021,4,47,4298.507462686567,2021-10-01,1,3,2.0,223
109194,2021-10,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,57 years 04 months,290000.0,2021,4,45,4264.705882352941,2021-10-01,4,6,5.0,557
109195,2021-10,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,56 years 10 months,300000.0,2021,4,46,4477.611940298508,2021-10-01,1,3,2.0,471
109196,2021-10,ANG MO KIO,3 ROOM,529,ANG MO KIO AVE 10,01 TO 03,85.0,New Generation,1980,57 years 11 months,300000.0,2021,4,45,3529.4117647058824,2021-10-01,1,3,2.0,529
109197,2021-10,ANG MO KIO,3 ROOM,172,ANG MO KIO AVE 4,04 TO 06,60.0,Improved,1986,63 years 04 months,300000.0,2021,4,39,5000.0,2021-10-01,4,6,5.0,172
109198,2021-10,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,57 years 04 months,305000.0,2021,4,45,4485.294117647059,2021-10-01,4,6,5.0,561
109199,2021-10,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,56 years 08 months,310000.0,2021,4,46,4626.865671641791,2021-10-01,1,3,2.0,571
109200,2021-10,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,07 TO 09,68.0,New Generation,1980,58 years,310000.0,2021,4,45,4558.823529411765,2021-10-01,7,9,8.0,625
109201,2021-10,ANG MO KIO,3 ROOM,565,ANG MO KIO AVE 3,07 TO 09,68.0,New Generation,1980,57 years 04 months,313000.0,2021,4,45,4602.941176470588,2021-10-01,7,9,8.0,565
