_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,data_year,data_quarter,property_age,price_per_sqm,transaction_date,storey_start,storey_end,storey_mid,block_numeric
169154,2024-04,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,01 TO 03,44.0,Improved,1978,52 years 10 months,288000,2024,2,47,6545.454545454545,2024-04-01,1,3,2.0,314
169162,2024-04,ANG MO KIO,2 ROOM,174,ANG MO KIO AVE 4,01 TO 03,45.0,Improved,1986,60 years 10 months,320000,2024,2,39,7111.111111111111,2024-04-01,1,3,2.0,174
169189,2024-04,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,51 years 03 months,355000,2024,2,49,5298.507462686567,2024-04-01,4,6,5.0,218
169190,2024-04,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1978,53 years,380000,2024,2,47,5671.641791044776,2024-04-01,10,12,11.0,225
169191,2024-04,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1978,52 years 10 months,388000,2024,2,47,5791.044776119403,2024-04-01,10,12,11.0,225
169192,2024-04,ANG MO KIO,3 ROOM,307C,ANG MO KIO AVE 1,07 TO 09,70.0,Model A,2012,87 years 05 months,605000,2024,2,13,8642.857142857143,2024-04-01,7,9,8.0,307
169193,2024-04,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981,55 years 09 months,378000,2024,2,44,5558.823529411765,2024-04-01,7,9,8.0,332
169273,2024-04,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,54 years 05 months,380000,2024,2,46,5671.641791044776,2024-04-01,1,3,2.0,445
169274,2024-04,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,54 years 10 months,355000,2024,2,45,5220.588235294118,2024-04-01,1,3,2.0,561
169275,2024-04,ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,54 years 11 months,380000,2024,2,45,5588.235294117647,2024-04-01,7,9,8.0,559
